i,d,F(d)
1811,90.38,0.4303707224334601
1812,90.38,0.4306083650190114
1813,90.38,0.4308460076045627
1814,90.4,0.4310836501901141
1815,90.42,0.4313212927756654
1816,90.42,0.4315589353612167
1817,90.42,0.43179657794676807
1818,90.42,0.4320342205323194
1819,90.42,0.43227186311787075
1820,90.43,0.43250950570342206
1821,90.43,0.43274714828897337
1822,90.43,0.43298479087452474
1823,90.43,0.43322243346007605
1824,90.45,0.43346007604562736
1825,90.45,0.43369771863117873
1826,90.47,0.43393536121673004
1827,90.47,0.43417300380228135
1828,90.47,0.4344106463878327
1829,90.48,0.43464828897338403
1830,90.48,0.43488593155893535
1831,90.48,0.4351235741444867
1832,90.5,0.435361216730038
1833,90.5,0.43559885931558934
1834,90.5,0.4358365019011407
1835,90.5,0.436074144486692
1836,90.52,0.43631178707224333
1837,90.52,0.4365494296577947
1838,90.52,0.436787072243346
1839,90.52,0.4370247148288973
1840,90.53,0.4372623574144487
1841,90.53,0.4375
1842,90.53,0.4377376425855513
1843,90.55,0.4379752851711027
1844,90.55,0.438212927756654
1845,90.55,0.4384505703422053
1846,90.55,0.43868821292775667
1847,90.55,0.438925855513308
1848,90.55,0.4391634980988593
1849,90.55,0.43940114068441066
1850,90.57,0.439638783269962
1851,90.57,0.4398764258555133
1852,90.58,0.44011406844106465
1853,90.58,0.44035171102661597
1854,90.58,0.4405893536121673
1855,90.6,0.44082699619771865
1856,90.6,0.44106463878326996
1857,90.6,0.44130228136882127
1858,90.6,0.44153992395437264
1859,90.6,0.44177756653992395
1860,90.6,0.44201520912547526
1861,90.62,0.44225285171102663
1862,90.62,0.44249049429657794
1863,90.62,0.44272813688212925
1864,90.62,0.4429657794676806
1865,90.62,0.44320342205323193
1866,90.63,0.44344106463878324
1867,90.63,0.4436787072243346
1868,90.65,0.4439163498098859
1869,90.65,0.44415399239543724
1870,90.65,0.4443916349809886
1871,90.65,0.4446292775665399
1872,90.65,0.4448669201520912
1873,90.67,0.4451045627376426
1874,90.67,0.4453422053231939
1875,90.67,0.4455798479087452
1876,90.67,0.4458174904942966
1877,90.67,0.4460551330798479
1878,90.68,0.4462927756653992
1879,90.68,0.4465304182509506
1880,90.68,0.4467680608365019
1881,90.68,0.4470057034220532
1882,90.7,0.44724334600760457
1883,90.7,0.4474809885931559
1884,90.7,0.44771863117870725
1885,90.7,0.44795627376425856
1886,90.7,0.4481939163498099
1887,90.72,0.44843155893536124
1888,90.72,0.44866920152091255
1889,90.72,0.44890684410646386
1890,90.73,0.44914448669201523
1891,90.75,0.44938212927756654
1892,90.75,0.44961977186311786
1893,90.75,0.4498574144486692
1894,90.75,0.45009505703422054
1895,90.75,0.45033269961977185
1896,90.77,0.4505703422053232
1897,90.77,0.4508079847908745
1898,90.78,0.45104562737642584
1899,90.78,0.4512832699619772
1900,90.78,0.4515209125475285
1901,90.82,0.45175855513307983
1902,90.82,0.4519961977186312
1903,90.83,0.4522338403041825
1904,90.83,0.4524714828897338
1905,90.83,0.4527091254752852
1906,90.83,0.4529467680608365
1907,90.83,0.4531844106463878
1908,90.83,0.4534220532319392
1909,90.85,0.4536596958174905
1910,90.85,0.4538973384030418
1911,90.85,0.4541349809885932
1912,90.85,0.4543726235741445
1913,90.85,0.4546102661596958
1914,90.87,0.45484790874524716
1915,90.87,0.4550855513307985
1916,90.87,0.4553231939163498
1917,90.87,0.45556083650190116
1918,90.87,0.45579847908745247
1919,90.87,0.4560361216730038
1920,90.87,0.45627376425855515
1921,90.88,0.45651140684410646
1922,90.88,0.45674904942965777
1923,90.88,0.45698669201520914
1924,90.9,0.45722433460076045
1925,90.9,0.45746197718631176
1926,90.9,0.45769961977186313
1927,90.9,0.45793726235741444
1928,90.9,0.45817490494296575
1929,90.9,0.4584125475285171
1930,90.92,0.45865019011406843
1931,90.92,0.45888783269961975
1932,90.93,0.4591254752851711
1933,90.93,0.4593631178707224
1934,90.95,0.45960076045627374
1935,90.95,0.4598384030418251
1936,90.95,0.4600760456273764
1937,90.97,0.46031368821292773
1938,90.97,0.4605513307984791
1939,90.97,0.4607889733840304
1940,90.98,0.4610266159695817
1941,90.98,0.4612642585551331
1942,90.98,0.4615019011406844
1943,90.98,0.4617395437262357
1944,90.98,0.4619771863117871
1945,91.0,0.4622148288973384
1946,91.0,0.4624524714828897
1947,91.0,0.46269011406844107
1948,91.0,0.4629277566539924
1949,91.0,0.46316539923954375
1950,91.02,0.46340304182509506
1951,91.02,0.4636406844106464
1952,91.02,0.46387832699619774
1953,91.02,0.46411596958174905
1954,91.03,0.46435361216730037
1955,91.03,0.46459125475285173
1956,91.03,0.46482889733840305
1957,91.03,0.46506653992395436
1958,91.05,0.4653041825095057
1959,91.07,0.46554182509505704
1960,91.07,0.46577946768060835
1961,91.07,0.4660171102661597
1962,91.1,0.46625475285171103
1963,91.1,0.46649239543726234
1964,91.1,0.4667300380228137
1965,91.12,0.466967680608365
1966,91.12,0.46720532319391633
1967,91.12,0.4674429657794677
1968,91.12,0.467680608365019
1969,91.13,0.4679182509505703
1970,91.13,0.4681558935361217
1971,91.13,0.468393536121673
1972,91.13,0.4686311787072243
1973,91.15,0.4688688212927757
1974,91.15,0.469106463878327
1975,91.15,0.4693441064638783
1976,91.15,0.4695817490494297
1977,91.15,0.469819391634981
1978,91.17,0.4700570342205323
1979,91.18,0.47029467680608367
1980,91.18,0.470532319391635
1981,91.18,0.4707699619771863
1982,91.18,0.47100760456273766
1983,91.2,0.47124524714828897
1984,91.2,0.4714828897338403
1985,91.2,0.47172053231939165
1986,91.22,0.47195817490494296
1987,91.22,0.4721958174904943
1988,91.22,0.47243346007604564
1989,91.22,0.47267110266159695
1990,91.22,0.47290874524714827
1991,91.23,0.47314638783269963
1992,91.23,0.47338403041825095
1993,91.25,0.47362167300380226
1994,91.25,0.4738593155893536
1995,91.25,0.47409695817490494
1996,91.25,0.47433460076045625
1997,91.25,0.4745722433460076
1998,91.25,0.47480988593155893
1999,91.27,0.47504752851711024
2000,91.27,0.4752851711026616
2001,91.28,0.4755228136882129
2002,91.28,0.47576045627376423
2003,91.28,0.4759980988593156
2004,91.28,0.4762357414448669
2005,91.3,0.4764733840304182
2006,91.32,0.4767110266159696
2007,91.32,0.4769486692015209
2008,91.33,0.4771863117870722
2009,91.33,0.4774239543726236
2010,91.33,0.4776615969581749
2011,91.33,0.4778992395437262
2012,91.35,0.4781368821292776
2013,91.35,0.4783745247148289
2014,91.37,0.4786121673003802
2015,91.37,0.47884980988593157
2016,91.37,0.4790874524714829
2017,91.37,0.47932509505703425
2018,91.37,0.47956273764258556
2019,91.37,0.47980038022813687
2020,91.38,0.48003802281368824
2021,91.38,0.48027566539923955
2022,91.38,0.48051330798479086
2023,91.38,0.48075095057034223
2024,91.38,0.48098859315589354
2025,91.4,0.48122623574144485
2026,91.42,0.4814638783269962
2027,91.42,0.48170152091254753
2028,91.43,0.48193916349809884
2029,91.43,0.4821768060836502
2030,91.43,0.4824144486692015
2031,91.45,0.48265209125475284
2032,91.45,0.4828897338403042
2033,91.45,0.4831273764258555
2034,91.45,0.4833650190114068
2035,91.47,0.4836026615969582
2036,91.47,0.4838403041825095
2037,91.47,0.4840779467680608
2038,91.47,0.4843155893536122
2039,91.48,0.4845532319391635
2040,91.48,0.4847908745247148
2041,91.48,0.4850285171102662
2042,91.48,0.4852661596958175
2043,91.48,0.4855038022813688
2044,91.48,0.48574144486692017
2045,91.48,0.4859790874524715
2046,91.48,0.4862167300380228
2047,91.5,0.48645437262357416
2048,91.5,0.4866920152091255
2049,91.5,0.4869296577946768
2050,91.5,0.48716730038022815
2051,91.52,0.48740494296577946
2052,91.52,0.4876425855513308
2053,91.52,0.48788022813688214
2054,91.53,0.48811787072243346
2055,91.53,0.48835551330798477
2056,91.53,0.48859315589353614
2057,91.55,0.48883079847908745
2058,91.55,0.48906844106463876
2059,91.55,0.4893060836501901
2060,91.57,0.48954372623574144
2061,91.57,0.48978136882129275
2062,91.57,0.4900190114068441
2063,91.58,0.49025665399239543
2064,91.58,0.49049429657794674
2065,91.6,0.4907319391634981
2066,91.6,0.4909695817490494
2067,91.6,0.49120722433460073
2068,91.6,0.4914448669201521
2069,91.6,0.4916825095057034
2070,91.62,0.4919201520912547
2071,91.62,0.4921577946768061
2072,91.62,0.4923954372623574
2073,91.62,0.4926330798479087
2074,91.62,0.4928707224334601
2075,91.62,0.4931083650190114
2076,91.63,0.4933460076045627
2077,91.63,0.4935836501901141
2078,91.63,0.4938212927756654
2079,91.63,0.4940589353612167
2080,91.63,0.49429657794676807
2081,91.63,0.4945342205323194
2082,91.63,0.49477186311787075
2083,91.65,0.49500950570342206
2084,91.65,0.49524714828897337
2085,91.67,0.49548479087452474
2086,91.67,0.49572243346007605
2087,91.67,0.49596007604562736
2088,91.67,0.49619771863117873
2089,91.68,0.49643536121673004
2090,91.68,0.49667300380228135
2091,91.68,0.4969106463878327
2092,91.68,0.49714828897338403
2093,91.7,0.49738593155893535
2094,91.7,0.4976235741444867
2095,91.7,0.497861216730038
2096,91.7,0.49809885931558934
2097,91.72,0.4983365019011407
2098,91.72,0.498574144486692
2099,91.72,0.49881178707224333
2100,91.73,0.4990494296577947
2101,91.73,0.499287072243346
2102,91.73,0.4995247148288973
2103,91.73,0.4997623574144487
2104,91.75,0.5
2105,91.75,0.5002376425855514
2106,91.75,0.5004752851711026
2107,91.77,0.500712927756654
2108,91.77,0.5009505703422054
2109,91.77,0.5011882129277566
2110,91.77,0.501425855513308
2111,91.77,0.5016634980988594
2112,91.78,0.5019011406844106
2113,91.78,0.502138783269962
2114,91.78,0.5023764258555133
2115,91.8,0.5026140684410646
2116,91.8,0.502851711026616
2117,91.8,0.5030893536121673
2118,91.82,0.5033269961977186
2119,91.82,0.50356463878327
2120,91.82,0.5038022813688213
2121,91.83,0.5040399239543726
2122,91.83,0.504277566539924
2123,91.85,0.5045152091254753
2124,91.85,0.5047528517110266
2125,91.85,0.5049904942965779
2126,91.85,0.5052281368821293
2127,91.85,0.5054657794676806
2128,91.87,0.5057034220532319
2129,91.87,0.5059410646387833
2130,91.88,0.5061787072243346
2131,91.88,0.5064163498098859
2132,91.88,0.5066539923954373
2133,91.9,0.5068916349809885
2134,91.9,0.5071292775665399
2135,91.9,0.5073669201520913
2136,91.92,0.5076045627376425
2137,91.92,0.5078422053231939
2138,91.92,0.5080798479087453
2139,91.92,0.5083174904942965
2140,91.92,0.5085551330798479
2141,91.92,0.5087927756653993
2142,91.93,0.5090304182509505
2143,91.95,0.5092680608365019
2144,91.95,0.5095057034220533
2145,91.95,0.5097433460076045
2146,91.95,0.5099809885931559
2147,91.95,0.5102186311787072
2148,91.95,0.5104562737642585
2149,91.95,0.5106939163498099
2150,91.97,0.5109315589353612
2151,91.97,0.5111692015209125
2152,91.98,0.5114068441064639
2153,91.98,0.5116444866920152
2154,91.98,0.5118821292775665
2155,91.98,0.5121197718631179
2156,91.98,0.5123574144486692
2157,91.98,0.5125950570342205
2158,92.0,0.5128326996197718
2159,92.0,0.5130703422053232
2160,92.0,0.5133079847908745
2161,92.0,0.5135456273764258
2162,92.0,0.5137832699619772
2163,92.0,0.5140209125475285
2164,92.0,0.5142585551330798
2165,92.02,0.5144961977186312
2166,92.02,0.5147338403041825
2167,92.03,0.5149714828897338
2168,92.03,0.5152091254752852
2169,92.03,0.5154467680608364
2170,92.03,0.5156844106463878
2171,92.05,0.5159220532319392
2172,92.05,0.5161596958174904
2173,92.05,0.5163973384030418
2174,92.07,0.5166349809885932
2175,92.07,0.5168726235741444
2176,92.07,0.5171102661596958
2177,92.07,0.5173479087452472
2178,92.08,0.5175855513307984
2179,92.08,0.5178231939163498
2180,92.08,0.5180608365019012
2181,92.08,0.5182984790874525
2182,92.1,0.5185361216730038
2183,92.1,0.5187737642585551
2184,92.1,0.5190114068441065
2185,92.1,0.5192490494296578
2186,92.13,0.5194866920152091
2187,92.13,0.5197243346007605
2188,92.15,0.5199619771863118
2189,92.15,0.5201996197718631
2190,92.15,0.5204372623574145
2191,92.15,0.5206749049429658
2192,92.15,0.5209125475285171
2193,92.15,0.5211501901140685
2194,92.17,0.5213878326996197
2195,92.17,0.5216254752851711
2196,92.17,0.5218631178707225
2197,92.17,0.5221007604562737
2198,92.17,0.5223384030418251
2199,92.17,0.5225760456273765
2200,92.18,0.5228136882129277
2201,92.2,0.5230513307984791
2202,92.22,0.5232889733840305
2203,92.22,0.5235266159695817
2204,92.22,0.5237642585551331
2205,92.22,0.5240019011406845
2206,92.23,0.5242395437262357
2207,92.23,0.5244771863117871
2208,92.25,0.5247148288973384
2209,92.25,0.5249524714828897
2210,92.25,0.5251901140684411
2211,92.25,0.5254277566539924
2212,92.27,0.5256653992395437
2213,92.27,0.5259030418250951
2214,92.27,0.5261406844106464
2215,92.27,0.5263783269961977
2216,92.27,0.526615969581749
2217,92.27,0.5268536121673004
2218,92.27,0.5270912547528517
2219,92.27,0.527328897338403
2220,92.28,0.5275665399239544
2221,92.28,0.5278041825095057
2222,92.3,0.528041825095057
2223,92.3,0.5282794676806084
2224,92.32,0.5285171102661597
2225,92.32,0.528754752851711
2226,92.33,0.5289923954372624
2227,92.33,0.5292300380228137
2228,92.33,0.529467680608365
2229,92.33,0.5297053231939164
2230,92.33,0.5299429657794676
2231,92.35,0.530180608365019
2232,92.35,0.5304182509505704
2233,92.35,0.5306558935361216
2234,92.37,0.530893536121673
2235,92.37,0.5311311787072244
2236,92.37,0.5313688212927756
2237,92.37,0.531606463878327
2238,92.37,0.5318441064638784
2239,92.37,0.5320817490494296
2240,92.4,0.532319391634981
2241,92.4,0.5325570342205324
2242,92.42,0.5327946768060836
2243,92.42,0.533032319391635
2244,92.42,0.5332699619771863
2245,92.42,0.5335076045627376
2246,92.42,0.533745247148289
2247,92.43,0.5339828897338403
2248,92.43,0.5342205323193916
2249,92.43,0.534458174904943
2250,92.43,0.5346958174904943
2251,92.43,0.5349334600760456
2252,92.43,0.535171102661597
2253,92.45,0.5354087452471483
2254,92.45,0.5356463878326996
2255,92.45,0.535884030418251
2256,92.45,0.5361216730038023
2257,92.47,0.5363593155893536
2258,92.47,0.5365969581749049
2259,92.47,0.5368346007604563
2260,92.47,0.5370722433460076
2261,92.47,0.5373098859315589
2262,92.47,0.5375475285171103
2263,92.47,0.5377851711026616
2264,92.48,0.5380228136882129
2265,92.5,0.5382604562737643
2266,92.5,0.5384980988593155
2267,92.5,0.5387357414448669
2268,92.5,0.5389733840304183
2269,92.5,0.5392110266159695
2270,92.52,0.5394486692015209
2271,92.52,0.5396863117870723
2272,92.52,0.5399239543726235
2273,92.52,0.5401615969581749
2274,92.53,0.5403992395437263
2275,92.53,0.5406368821292775
2276,92.53,0.5408745247148289
2277,92.53,0.5411121673003803
2278,92.53,0.5413498098859315
2279,92.53,0.5415874524714829
2280,92.53,0.5418250950570342
2281,92.55,0.5420627376425855
2282,92.55,0.5423003802281369
2283,92.57,0.5425380228136882
2284,92.57,0.5427756653992395
2285,92.57,0.5430133079847909
2286,92.57,0.5432509505703422
2287,92.57,0.5434885931558935
2288,92.58,0.5437262357414449
2289,92.58,0.5439638783269962
2290,92.58,0.5442015209125475
2291,92.58,0.5444391634980988
2292,92.6,0.5446768060836502
2293,92.6,0.5449144486692015
2294,92.6,0.5451520912547528
2295,92.6,0.5453897338403042
2296,92.62,0.5456273764258555
2297,92.62,0.5458650190114068
2298,92.63,0.5461026615969582
2299,92.63,0.5463403041825095
2300,92.63,0.5465779467680608
2301,92.65,0.5468155893536122
2302,92.65,0.5470532319391634
2303,92.65,0.5472908745247148
2304,92.65,0.5475285171102662
2305,92.67,0.5477661596958174
2306,92.67,0.5480038022813688
2307,92.67,0.5482414448669202
2308,92.67,0.5484790874524714
2309,92.67,0.5487167300380228
2310,92.67,0.5489543726235742
2311,92.67,0.5491920152091254
2312,92.67,0.5494296577946768
2313,92.67,0.5496673003802282
2314,92.68,0.5499049429657795
2315,92.68,0.5501425855513308
2316,92.68,0.5503802281368821
2317,92.7,0.5506178707224335
2318,92.7,0.5508555133079848
2319,92.7,0.5510931558935361
2320,92.7,0.5513307984790875
2321,92.7,0.5515684410646388
2322,92.73,0.5518060836501901
2323,92.73,0.5520437262357415
2324,92.75,0.5522813688212928
2325,92.75,0.5525190114068441
2326,92.75,0.5527566539923955
2327,92.75,0.5529942965779467
2328,92.77,0.5532319391634981
2329,92.77,0.5534695817490495
2330,92.77,0.5537072243346007
2331,92.77,0.5539448669201521
2332,92.78,0.5541825095057035
2333,92.78,0.5544201520912547
2334,92.78,0.5546577946768061
2335,92.78,0.5548954372623575
2336,92.78,0.5551330798479087
2337,92.8,0.5553707224334601
2338,92.8,0.5556083650190115
2339,92.8,0.5558460076045627
2340,92.8,0.5560836501901141
2341,92.82,0.5563212927756654
2342,92.82,0.5565589353612167
2343,92.82,0.5567965779467681
2344,92.82,0.5570342205323194
2345,92.83,0.5572718631178707
2346,92.83,0.5575095057034221
2347,92.83,0.5577471482889734
2348,92.83,0.5579847908745247
2349,92.83,0.558222433460076
2350,92.85,0.5584600760456274
2351,92.85,0.5586977186311787
2352,92.85,0.55893536121673
2353,92.85,0.5591730038022814
2354,92.85,0.5594106463878327
2355,92.85,0.559648288973384
2356,92.85,0.5598859315589354
2357,92.87,0.5601235741444867
2358,92.87,0.560361216730038
2359,92.87,0.5605988593155894
2360,92.87,0.5608365019011406
2361,92.87,0.561074144486692
2362,92.88,0.5613117870722434
2363,92.88,0.5615494296577946
2364,92.88,0.561787072243346
2365,92.88,0.5620247148288974
2366,92.88,0.5622623574144486
2367,92.88,0.5625
2368,92.9,0.5627376425855514
2369,92.9,0.5629752851711026
2370,92.9,0.563212927756654
2371,92.9,0.5634505703422054
2372,92.92,0.5636882129277566
2373,92.92,0.563925855513308
2374,92.92,0.5641634980988594
2375,92.93,0.5644011406844106
2376,92.93,0.564638783269962
2377,92.95,0.5648764258555133
2378,92.95,0.5651140684410646
2379,92.95,0.565351711026616
2380,92.97,0.5655893536121673
2381,92.97,0.5658269961977186
2382,92.97,0.56606463878327
2383,92.97,0.5663022813688213
2384,92.97,0.5665399239543726
2385,92.97,0.566777566539924
2386,92.97,0.5670152091254753
2387,92.97,0.5672528517110266
2388,92.98,0.5674904942965779
2389,92.98,0.5677281368821293
2390,92.98,0.5679657794676806
2391,92.98,0.5682034220532319
2392,93.0,0.5684410646387833
2393,93.0,0.5686787072243346
2394,93.0,0.5689163498098859
2395,93.02,0.5691539923954373
2396,93.02,0.5693916349809885
2397,93.02,0.5696292775665399
2398,93.02,0.5698669201520913
2399,93.03,0.5701045627376425
2400,93.03,0.5703422053231939
2401,93.03,0.5705798479087453
2402,93.03,0.5708174904942965
2403,93.05,0.5710551330798479
2404,93.05,0.5712927756653993
2405,93.05,0.5715304182509505
2406,93.07,0.5717680608365019
2407,93.07,0.5720057034220533
2408,93.07,0.5722433460076045
2409,93.07,0.5724809885931559
2410,93.07,0.5727186311787072
2411,93.07,0.5729562737642585
2412,93.08,0.5731939163498099
2413,93.08,0.5734315589353612
2414,93.08,0.5736692015209125
2415,93.08,0.5739068441064639
2416,93.08,0.5741444866920152
2417,93.1,0.5743821292775665
2418,93.1,0.5746197718631179
2419,93.1,0.5748574144486692
2420,93.1,0.5750950570342205
2421,93.12,0.5753326996197718
2422,93.12,0.5755703422053232
2423,93.12,0.5758079847908745
2424,93.12,0.5760456273764258
2425,93.12,0.5762832699619772
2426,93.13,0.5765209125475285
2427,93.15,0.5767585551330798
2428,93.15,0.5769961977186312
2429,93.15,0.5772338403041825
2430,93.15,0.5774714828897338
2431,93.15,0.5777091254752852
2432,93.17,0.5779467680608364
2433,93.17,0.5781844106463878
2434,93.17,0.5784220532319392
2435,93.17,0.5786596958174904
2436,93.18,0.5788973384030418
2437,93.18,0.5791349809885932
2438,93.18,0.5793726235741444
2439,93.18,0.5796102661596958
2440,93.2,0.5798479087452472
2441,93.2,0.5800855513307984
2442,93.2,0.5803231939163498
2443,93.2,0.5805608365019012
2444,93.2,0.5807984790874524
2445,93.2,0.5810361216730038
2446,93.22,0.5812737642585551
2447,93.22,0.5815114068441065
2448,93.23,0.5817490494296578
2449,93.23,0.5819866920152091
2450,93.23,0.5822243346007605
2451,93.23,0.5824619771863118
2452,93.25,0.5826996197718631
2453,93.25,0.5829372623574145
2454,93.25,0.5831749049429658
2455,93.27,0.5834125475285171
2456,93.27,0.5836501901140685
2457,93.27,0.5838878326996197
2458,93.27,0.5841254752851711
2459,93.27,0.5843631178707225
2460,93.27,0.5846007604562737
2461,93.27,0.5848384030418251
2462,93.28,0.5850760456273765
2463,93.28,0.5853136882129277
2464,93.28,0.5855513307984791
2465,93.28,0.5857889733840305
2466,93.28,0.5860266159695817
2467,93.3,0.5862642585551331
2468,93.3,0.5865019011406845
2469,93.32,0.5867395437262357
2470,93.33,0.5869771863117871
2471,93.33,0.5872148288973384
2472,93.33,0.5874524714828897
2473,93.33,0.5876901140684411
2474,93.35,0.5879277566539924
2475,93.35,0.5881653992395437
2476,93.38,0.5884030418250951
2477,93.38,0.5886406844106464
2478,93.38,0.5888783269961977
2479,93.38,0.589115969581749
2480,93.38,0.5893536121673004
2481,93.4,0.5895912547528517
2482,93.4,0.589828897338403
2483,93.4,0.5900665399239544
2484,93.43,0.5903041825095057
2485,93.43,0.590541825095057
2486,93.43,0.5907794676806084
2487,93.45,0.5910171102661597
2488,93.45,0.591254752851711
2489,93.45,0.5914923954372624
2490,93.47,0.5917300380228137
2491,93.47,0.591967680608365
2492,93.47,0.5922053231939164
2493,93.47,0.5924429657794676
2494,93.48,0.592680608365019
2495,93.48,0.5929182509505704
2496,93.48,0.5931558935361216
2497,93.5,0.593393536121673
2498,93.5,0.5936311787072244
2499,93.5,0.5938688212927756
2500,93.5,0.594106463878327
2501,93.52,0.5943441064638784
2502,93.52,0.5945817490494296
2503,93.52,0.594819391634981
2504,93.53,0.5950570342205324
2505,93.53,0.5952946768060836
2506,93.53,0.595532319391635
2507,93.55,0.5957699619771863
2508,93.55,0.5960076045627376
2509,93.55,0.596245247148289
2510,93.55,0.5964828897338403
2511,93.57,0.5967205323193916
2512,93.57,0.596958174904943
2513,93.57,0.5971958174904943
2514,93.57,0.5974334600760456
2515,93.58,0.597671102661597
2516,93.58,0.5979087452471483
2517,93.58,0.5981463878326996
2518,93.58,0.598384030418251
2519,93.6,0.5986216730038023
2520,93.62,0.5988593155893536
2521,93.62,0.5990969581749049
2522,93.62,0.5993346007604563
2523,93.63,0.5995722433460076
2524,93.65,0.5998098859315589
2525,93.65,0.6000475285171103
2526,93.65,0.6002851711026616
2527,93.65,0.6005228136882129
2528,93.65,0.6007604562737643
2529,93.65,0.6009980988593155
2530,93.65,0.6012357414448669
2531,93.67,0.6014733840304183
2532,93.67,0.6017110266159695
2533,93.68,0.6019486692015209
2534,93.68,0.6021863117870723
2535,93.7,0.6024239543726235
2536,93.72,0.6026615969581749
2537,93.72,0.6028992395437263
2538,93.72,0.6031368821292775
2539,93.72,0.6033745247148289
2540,93.72,0.6036121673003803
2541,93.73,0.6038498098859315
2542,93.73,0.6040874524714829
2543,93.75,0.6043250950570342
2544,93.75,0.6045627376425855
2545,93.75,0.6048003802281369
2546,93.75,0.6050380228136882
2547,93.77,0.6052756653992395
2548,93.78,0.6055133079847909
2549,93.78,0.6057509505703422
2550,93.8,0.6059885931558935
2551,93.8,0.6062262357414449
2552,93.82,0.6064638783269962
2553,93.82,0.6067015209125475
2554,93.82,0.6069391634980988
2555,93.83,0.6071768060836502
2556,93.83,0.6074144486692015
2557,93.83,0.6076520912547528
2558,93.83,0.6078897338403042
2559,93.83,0.6081273764258555
2560,93.83,0.6083650190114068
2561,93.83,0.6086026615969582
2562,93.85,0.6088403041825095
2563,93.85,0.6090779467680608
2564,93.87,0.6093155893536122
2565,93.87,0.6095532319391634
2566,93.87,0.6097908745247148
2567,93.87,0.6100285171102662
2568,93.87,0.6102661596958174
2569,93.88,0.6105038022813688
2570,93.88,0.6107414448669202
2571,93.9,0.6109790874524714
2572,93.9,0.6112167300380228
2573,93.93,0.6114543726235742
2574,93.93,0.6116920152091254
2575,93.93,0.6119296577946768
2576,93.93,0.6121673003802282
2577,93.95,0.6124049429657795
2578,93.95,0.6126425855513308
2579,93.95,0.6128802281368821
2580,93.95,0.6131178707224335
2581,93.95,0.6133555133079848
2582,93.95,0.6135931558935361
2583,93.97,0.6138307984790875
2584,93.97,0.6140684410646388
2585,93.97,0.6143060836501901
2586,93.97,0.6145437262357415
2587,93.97,0.6147813688212928
2588,93.97,0.6150190114068441
2589,93.97,0.6152566539923955
2590,93.97,0.6154942965779467
2591,93.98,0.6157319391634981
2592,93.98,0.6159695817490495
2593,93.98,0.6162072243346007
2594,93.98,0.6164448669201521
2595,94.0,0.6166825095057035
2596,94.0,0.6169201520912547
2597,94.0,0.6171577946768061
2598,94.0,0.6173954372623575
2599,94.0,0.6176330798479087
2600,94.0,0.6178707224334601
2601,94.0,0.6181083650190115
2602,94.02,0.6183460076045627
2603,94.02,0.6185836501901141
2604,94.03,0.6188212927756654
2605,94.03,0.6190589353612167
2606,94.05,0.6192965779467681
2607,94.05,0.6195342205323194
2608,94.05,0.6197718631178707
2609,94.07,0.6200095057034221
2610,94.07,0.6202471482889734
2611,94.07,0.6204847908745247
2612,94.07,0.620722433460076
2613,94.07,0.6209600760456274
2614,94.08,0.6211977186311787
2615,94.08,0.62143536121673
2616,94.08,0.6216730038022814
2617,94.1,0.6219106463878327
2618,94.1,0.622148288973384
2619,94.1,0.6223859315589354
2620,94.1,0.6226235741444867
2621,94.12,0.622861216730038
2622,94.13,0.6230988593155894
2623,94.13,0.6233365019011406
2624,94.13,0.623574144486692
2625,94.13,0.6238117870722434
2626,94.15,0.6240494296577946
2627,94.17,0.624287072243346
2628,94.17,0.6245247148288974
2629,94.18,0.6247623574144486
2630,94.18,0.625
2631,94.18,0.6252376425855514
2632,94.18,0.6254752851711026
2633,94.2,0.625712927756654
2634,94.2,0.6259505703422054
2635,94.22,0.6261882129277566
2636,94.22,0.626425855513308
2637,94.23,0.6266634980988594
2638,94.23,0.6269011406844106
2639,94.23,0.627138783269962
2640,94.23,0.6273764258555133
2641,94.23,0.6276140684410646
2642,94.23,0.627851711026616
2643,94.25,0.6280893536121673
2644,94.25,0.6283269961977186
2645,94.27,0.62856463878327
2646,94.27,0.6288022813688213
2647,94.3,0.6290399239543726
2648,94.3,0.629277566539924
2649,94.32,0.6295152091254753
2650,94.32,0.6297528517110266
2651,94.32,0.6299904942965779
2652,94.33,0.6302281368821293
2653,94.33,0.6304657794676806
2654,94.33,0.6307034220532319
2655,94.35,0.6309410646387833
2656,94.37,0.6311787072243346
2657,94.37,0.6314163498098859
2658,94.37,0.6316539923954373
2659,94.37,0.6318916349809885
2660,94.38,0.6321292775665399
2661,94.38,0.6323669201520913
2662,94.4,0.6326045627376425
2663,94.4,0.6328422053231939
2664,94.4,0.6330798479087453
2665,94.4,0.6333174904942965
2666,94.4,0.6335551330798479
2667,94.42,0.6337927756653993
2668,94.42,0.6340304182509505
2669,94.43,0.6342680608365019
2670,94.43,0.6345057034220533
2671,94.43,0.6347433460076045
2672,94.43,0.6349809885931559
2673,94.45,0.6352186311787072
2674,94.45,0.6354562737642585
2675,94.45,0.6356939163498099
2676,94.47,0.6359315589353612
2677,94.47,0.6361692015209125
2678,94.48,0.6364068441064639
2679,94.5,0.6366444866920152
2680,94.5,0.6368821292775665
2681,94.5,0.6371197718631179
2682,94.5,0.6373574144486692
2683,94.52,0.6375950570342205
2684,94.53,0.6378326996197718
2685,94.53,0.6380703422053232
2686,94.55,0.6383079847908745
2687,94.57,0.6385456273764258
2688,94.57,0.6387832699619772
2689,94.57,0.6390209125475285
2690,94.58,0.6392585551330798
