i,d,F(d)
930,84.4,0.22100760456273763
931,84.43,0.22124524714828897
932,84.43,0.2214828897338403
933,84.45,0.22172053231939162
934,84.45,0.22195817490494296
935,84.48,0.2221958174904943
936,84.5,0.2224334600760456
937,84.52,0.22267110266159695
938,84.52,0.2229087452471483
939,84.53,0.2231463878326996
940,84.53,0.22338403041825095
941,84.57,0.22362167300380228
942,84.58,0.22385931558935362
943,84.62,0.22409695817490494
944,84.62,0.22433460076045628
945,84.62,0.22457224334600762
946,84.63,0.22480988593155893
947,84.63,0.22504752851711027
948,84.65,0.2252851711026616
949,84.65,0.22552281368821292
950,84.67,0.22576045627376426
951,84.67,0.2259980988593156
952,84.72,0.2262357414448669
953,84.73,0.22647338403041825
954,84.75,0.2267110266159696
955,84.75,0.2269486692015209
956,84.77,0.22718631178707224
957,84.78,0.22742395437262358
958,84.78,0.2276615969581749
959,84.8,0.22789923954372623
960,84.82,0.22813688212927757
961,84.83,0.22837452471482889
962,84.87,0.22861216730038023
963,84.87,0.22884980988593157
964,84.88,0.22908745247148288
965,84.88,0.22932509505703422
966,84.88,0.22956273764258556
967,84.9,0.22980038022813687
968,84.92,0.2300380228136882
969,84.92,0.23027566539923955
970,84.92,0.23051330798479086
971,84.93,0.2307509505703422
972,84.98,0.23098859315589354
973,85.0,0.23122623574144485
974,85.0,0.2314638783269962
975,85.02,0.23170152091254753
976,85.03,0.23193916349809887
977,85.03,0.23217680608365018
978,85.05,0.23241444866920152
979,85.05,0.23265209125475286
980,85.05,0.23288973384030418
981,85.07,0.23312737642585551
982,85.07,0.23336501901140685
983,85.08,0.23360266159695817
984,85.08,0.2338403041825095
985,85.08,0.23407794676806085
986,85.1,0.23431558935361216
987,85.12,0.2345532319391635
988,85.13,0.23479087452471484
989,85.15,0.23502851711026615
990,85.17,0.2352661596958175
991,85.18,0.23550380228136883
992,85.18,0.23574144486692014
993,85.2,0.23597908745247148
994,85.2,0.23621673003802282
995,85.22,0.23645437262357413
996,85.22,0.23669201520912547
997,85.23,0.2369296577946768
998,85.25,0.23716730038022812
999,85.27,0.23740494296577946
1000,85.27,0.2376425855513308
1001,85.27,0.23788022813688212
1002,85.28,0.23811787072243346
1003,85.3,0.2383555133079848
1004,85.32,0.2385931558935361
1005,85.32,0.23883079847908745
1006,85.32,0.2390684410646388
1007,85.32,0.2393060836501901
1008,85.32,0.23954372623574144
1009,85.37,0.23978136882129278
1010,85.38,0.24001901140684412
1011,85.4,0.24025665399239543
1012,85.42,0.24049429657794677
1013,85.42,0.2407319391634981
1014,85.43,0.24096958174904942
1015,85.43,0.24120722433460076
1016,85.43,0.2414448669201521
1017,85.45,0.2416825095057034
1018,85.47,0.24192015209125475
1019,85.48,0.2421577946768061
1020,85.48,0.2423954372623574
1021,85.48,0.24263307984790874
1022,85.5,0.24287072243346008
1023,85.5,0.2431083650190114
1024,85.52,0.24334600760456274
1025,85.52,0.24358365019011408
1026,85.52,0.2438212927756654
1027,85.53,0.24405893536121673
1028,85.53,0.24429657794676807
1029,85.58,0.24453422053231938
1030,85.58,0.24477186311787072
1031,85.58,0.24500950570342206
1032,85.58,0.24524714828897337
1033,85.6,0.2454847908745247
1034,85.6,0.24572243346007605
1035,85.6,0.24596007604562736
1036,85.6,0.2461977186311787
1037,85.62,0.24643536121673004
1038,85.63,0.24667300380228135
1039,85.63,0.2469106463878327
1040,85.65,0.24714828897338403
1041,85.65,0.24738593155893537
1042,85.65,0.24762357414448669
1043,85.65,0.24786121673003803
1044,85.67,0.24809885931558937
1045,85.67,0.24833650190114068
1046,85.68,0.24857414448669202
1047,85.7,0.24881178707224336
1048,85.7,0.24904942965779467
1049,85.7,0.249287072243346
1050,85.7,0.24952471482889735
1051,85.7,0.24976235741444866
1052,85.72,0.25
1053,85.72,0.2502376425855513
1054,85.72,0.2504752851711027
1055,85.72,0.250712927756654
1056,85.72,0.2509505703422053
1057,85.72,0.25118821292775667
1058,85.73,0.251425855513308
1059,85.73,0.2516634980988593
1060,85.77,0.25190114068441066
1061,85.8,0.252138783269962
1062,85.8,0.2523764258555133
1063,85.8,0.25261406844106465
1064,85.8,0.25285171102661597
1065,85.8,0.2530893536121673
1066,85.8,0.25332699619771865
1067,85.82,0.25356463878326996
1068,85.83,0.25380228136882127
1069,85.85,0.25403992395437264
1070,85.85,0.25427756653992395
1071,85.85,0.25451520912547526
1072,85.87,0.25475285171102663
1073,85.87,0.25499049429657794
1074,85.88,0.25522813688212925
1075,85.88,0.2554657794676806
1076,85.88,0.25570342205323193
1077,85.9,0.25594106463878324
1078,85.9,0.2561787072243346
1079,85.92,0.2564163498098859
1080,85.93,0.25665399239543724
1081,85.93,0.2568916349809886
1082,85.97,0.2571292775665399
1083,85.98,0.2573669201520912
1084,86.0,0.2576045627376426
1085,86.0,0.2578422053231939
1086,86.0,0.2580798479087452
1087,86.0,0.2583174904942966
1088,86.02,0.2585551330798479
1089,86.02,0.2587927756653992
1090,86.02,0.2590304182509506
1091,86.03,0.2592680608365019
1092,86.05,0.25950570342205326
1093,86.05,0.25974334600760457
1094,86.07,0.2599809885931559
1095,86.07,0.26021863117870725
1096,86.1,0.26045627376425856
1097,86.12,0.2606939163498099
1098,86.15,0.26093155893536124
1099,86.15,0.26116920152091255
1100,86.18,0.26140684410646386
1101,86.18,0.26164448669201523
1102,86.2,0.26188212927756654
1103,86.22,0.26211977186311786
1104,86.22,0.2623574144486692
1105,86.23,0.26259505703422054
1106,86.23,0.26283269961977185
1107,86.25,0.2630703422053232
1108,86.27,0.2633079847908745
1109,86.27,0.26354562737642584
1110,86.27,0.2637832699619772
1111,86.3,0.2640209125475285
1112,86.3,0.26425855513307983
1113,86.3,0.2644961977186312
1114,86.3,0.2647338403041825
1115,86.32,0.2649714828897338
1116,86.33,0.2652091254752852
1117,86.33,0.2654467680608365
1118,86.35,0.2656844106463878
1119,86.35,0.2659220532319392
1120,86.35,0.2661596958174905
1121,86.35,0.2663973384030418
1122,86.35,0.2666349809885932
1123,86.35,0.2668726235741445
1124,86.37,0.2671102661596958
1125,86.38,0.26734790874524716
1126,86.38,0.2675855513307985
1127,86.42,0.2678231939163498
1128,86.42,0.26806083650190116
1129,86.43,0.26829847908745247
1130,86.43,0.2685361216730038
1131,86.45,0.26877376425855515
1132,86.45,0.26901140684410646
1133,86.48,0.26924904942965777
1134,86.48,0.26948669201520914
1135,86.48,0.26972433460076045
1136,86.48,0.26996197718631176
1137,86.48,0.27019961977186313
1138,86.48,0.27043726235741444
1139,86.5,0.27067490494296575
1140,86.5,0.2709125475285171
1141,86.5,0.27115019011406843
1142,86.5,0.27138783269961975
1143,86.5,0.2716254752851711
1144,86.52,0.2718631178707224
1145,86.55,0.27210076045627374
1146,86.57,0.2723384030418251
1147,86.57,0.2725760456273764
1148,86.58,0.27281368821292773
1149,86.58,0.2730513307984791
1150,86.62,0.2732889733840304
1151,86.63,0.2735266159695817
1152,86.63,0.2737642585551331
1153,86.63,0.2740019011406844
1154,86.65,0.2742395437262357
1155,86.67,0.2744771863117871
1156,86.67,0.2747148288973384
1157,86.67,0.27495247148288976
1158,86.68,0.27519011406844107
1159,86.68,0.2754277566539924
1160,86.68,0.27566539923954375
1161,86.7,0.27590304182509506
1162,86.7,0.2761406844106464
1163,86.73,0.27637832699619774
1164,86.73,0.27661596958174905
1165,86.75,0.27685361216730037
1166,86.77,0.27709125475285173
1167,86.77,0.27732889733840305
1168,86.78,0.27756653992395436
1169,86.8,0.2778041825095057
1170,86.8,0.27804182509505704
1171,86.8,0.27827946768060835
1172,86.8,0.2785171102661597
1173,86.82,0.27875475285171103
1174,86.82,0.27899239543726234
1175,86.83,0.2792300380228137
1176,86.83,0.279467680608365
1177,86.85,0.27970532319391633
1178,86.85,0.2799429657794677
1179,86.85,0.280180608365019
1180,86.85,0.2804182509505703
1181,86.87,0.2806558935361217
1182,86.87,0.280893536121673
1183,86.88,0.2811311787072243
1184,86.9,0.2813688212927757
1185,86.9,0.281606463878327
1186,86.92,0.2818441064638783
1187,86.92,0.2820817490494297
1188,86.93,0.282319391634981
1189,86.93,0.2825570342205323
1190,86.93,0.28279467680608367
1191,86.95,0.283032319391635
1192,86.95,0.2832699619771863
1193,86.95,0.28350760456273766
1194,86.95,0.28374524714828897
1195,86.97,0.2839828897338403
1196,86.97,0.28422053231939165
1197,86.97,0.28445817490494296
1198,86.97,0.2846958174904943
1199,86.98,0.28493346007604564
1200,87.0,0.28517110266159695
1201,87.0,0.28540874524714827
1202,87.02,0.28564638783269963
1203,87.02,0.28588403041825095
1204,87.02,0.28612167300380226
1205,87.03,0.2863593155893536
1206,87.03,0.28659695817490494
1207,87.05,0.28683460076045625
1208,87.05,0.2870722433460076
1209,87.05,0.28730988593155893
1210,87.07,0.28754752851711024
1211,87.07,0.2877851711026616
1212,87.07,0.2880228136882129
1213,87.1,0.28826045627376423
1214,87.1,0.2884980988593156
1215,87.1,0.2887357414448669
1216,87.1,0.2889733840304182
1217,87.1,0.2892110266159696
1218,87.12,0.2894486692015209
1219,87.13,0.2896863117870722
1220,87.15,0.2899239543726236
1221,87.17,0.2901615969581749
1222,87.17,0.2903992395437262
1223,87.17,0.2906368821292776
1224,87.17,0.2908745247148289
1225,87.17,0.29111216730038025
1226,87.17,0.29134980988593157
1227,87.18,0.2915874524714829
1228,87.2,0.29182509505703425
1229,87.2,0.29206273764258556
1230,87.2,0.29230038022813687
1231,87.2,0.29253802281368824
1232,87.22,0.29277566539923955
1233,87.23,0.29301330798479086
1234,87.25,0.29325095057034223
1235,87.25,0.29348859315589354
1236,87.25,0.29372623574144485
1237,87.27,0.2939638783269962
1238,87.27,0.29420152091254753
1239,87.27,0.29443916349809884
1240,87.28,0.2946768060836502
1241,87.28,0.2949144486692015
1242,87.28,0.29515209125475284
1243,87.28,0.2953897338403042
1244,87.3,0.2956273764258555
1245,87.3,0.2958650190114068
1246,87.32,0.2961026615969582
1247,87.32,0.2963403041825095
1248,87.32,0.2965779467680608
1249,87.35,0.2968155893536122
1250,87.37,0.2970532319391635
1251,87.37,0.2972908745247148
1252,87.37,0.2975285171102662
1253,87.38,0.2977661596958175
1254,87.4,0.2980038022813688
1255,87.4,0.29824144486692017
1256,87.42,0.2984790874524715
1257,87.43,0.2987167300380228
1258,87.43,0.29895437262357416
1259,87.45,0.2991920152091255
1260,87.45,0.2994296577946768
1261,87.47,0.29966730038022815
1262,87.48,0.29990494296577946
1263,87.48,0.3001425855513308
1264,87.5,0.30038022813688214
1265,87.5,0.30061787072243346
1266,87.5,0.30085551330798477
1267,87.5,0.30109315589353614
1268,87.5,0.30133079847908745
1269,87.5,0.30156844106463876
1270,87.52,0.3018060836501901
1271,87.53,0.30204372623574144
1272,87.53,0.30228136882129275
1273,87.53,0.3025190114068441
1274,87.55,0.30275665399239543
1275,87.55,0.30299429657794674
1276,87.55,0.3032319391634981
1277,87.57,0.3034695817490494
1278,87.57,0.30370722433460073
1279,87.57,0.3039448669201521
1280,87.57,0.3041825095057034
1281,87.58,0.3044201520912547
1282,87.6,0.3046577946768061
1283,87.62,0.3048954372623574
1284,87.62,0.3051330798479087
1285,87.62,0.3053707224334601
1286,87.62,0.3056083650190114
1287,87.63,0.3058460076045627
1288,87.65,0.3060836501901141
1289,87.65,0.3063212927756654
1290,87.65,0.30655893536121676
1291,87.65,0.30679657794676807
1292,87.65,0.3070342205323194
1293,87.65,0.30727186311787075
1294,87.67,0.30750950570342206
1295,87.68,0.30774714828897337
1296,87.7,0.30798479087452474
1297,87.7,0.30822243346007605
1298,87.7,0.30846007604562736
1299,87.7,0.30869771863117873
1300,87.7,0.30893536121673004
1301,87.72,0.30917300380228135
1302,87.73,0.3094106463878327
1303,87.73,0.30964828897338403
1304,87.73,0.30988593155893535
1305,87.73,0.3101235741444867
1306,87.73,0.310361216730038
1307,87.75,0.31059885931558934
1308,87.75,0.3108365019011407
1309,87.77,0.311074144486692
1310,87.77,0.31131178707224333
1311,87.78,0.3115494296577947
1312,87.78,0.311787072243346
1313,87.78,0.3120247148288973
1314,87.78,0.3122623574144487
1315,87.78,0.3125
1316,87.8,0.3127376425855513
1317,87.82,0.3129752851711027
1318,87.82,0.313212927756654
1319,87.83,0.3134505703422053
1320,87.83,0.31368821292775667
1321,87.83,0.313925855513308
1322,87.83,0.3141634980988593
1323,87.85,0.31440114068441066
1324,87.87,0.314638783269962
1325,87.88,0.3148764258555133
1326,87.88,0.31511406844106465
1327,87.88,0.31535171102661597
1328,87.88,0.3155893536121673
1329,87.88,0.31582699619771865
1330,87.9,0.31606463878326996
1331,87.92,0.31630228136882127
1332,87.92,0.31653992395437264
1333,87.92,0.31677756653992395
1334,87.92,0.31701520912547526
1335,87.93,0.31725285171102663
1336,87.93,0.31749049429657794
1337,87.93,0.31772813688212925
1338,87.95,0.3179657794676806
1339,87.95,0.31820342205323193
1340,87.97,0.31844106463878324
1341,87.97,0.3186787072243346
1342,87.97,0.3189163498098859
1343,87.97,0.31915399239543724
1344,87.98,0.3193916349809886
1345,87.98,0.3196292775665399
1346,87.98,0.3198669201520912
1347,88.0,0.3201045627376426
1348,88.0,0.3203422053231939
1349,88.0,0.3205798479087452
1350,88.0,0.3208174904942966
1351,88.0,0.3210551330798479
1352,88.02,0.3212927756653992
1353,88.03,0.3215304182509506
1354,88.03,0.3217680608365019
1355,88.05,0.32200570342205326
1356,88.07,0.32224334600760457
1357,88.07,0.3224809885931559
1358,88.08,0.32271863117870725
1359,88.08,0.32295627376425856
1360,88.08,0.3231939163498099
1361,88.1,0.32343155893536124
1362,88.1,0.32366920152091255
1363,88.12,0.32390684410646386
1364,88.13,0.32414448669201523
1365,88.13,0.32438212927756654
1366,88.13,0.32461977186311786
1367,88.13,0.3248574144486692
1368,88.15,0.32509505703422054
1369,88.15,0.32533269961977185
1370,88.15,0.3255703422053232
1371,88.15,0.3258079847908745
1372,88.17,0.32604562737642584
1373,88.17,0.3262832699619772
1374,88.17,0.3265209125475285
1375,88.18,0.32675855513307983
1376,88.18,0.3269961977186312
1377,88.18,0.3272338403041825
1378,88.2,0.3274714828897338
1379,88.22,0.3277091254752852
1380,88.22,0.3279467680608365
1381,88.23,0.3281844106463878
1382,88.23,0.3284220532319392
1383,88.23,0.3286596958174905
1384,88.23,0.3288973384030418
1385,88.23,0.3291349809885932
1386,88.25,0.3293726235741445
1387,88.27,0.3296102661596958
1388,88.27,0.32984790874524716
1389,88.27,0.3300855513307985
1390,88.28,0.3303231939163498
1391,88.28,0.33056083650190116
1392,88.28,0.33079847908745247
1393,88.28,0.3310361216730038
1394,88.3,0.33127376425855515
1395,88.3,0.33151140684410646
1396,88.3,0.33174904942965777
1397,88.32,0.33198669201520914
1398,88.33,0.33222433460076045
1399,88.35,0.33246197718631176
1400,88.35,0.33269961977186313
1401,88.35,0.33293726235741444
1402,88.37,0.33317490494296575
1403,88.37,0.3334125475285171
1404,88.37,0.33365019011406843
1405,88.37,0.33388783269961975
1406,88.37,0.3341254752851711
1407,88.38,0.3343631178707224
1408,88.4,0.33460076045627374
1409,88.4,0.3348384030418251
1410,88.4,0.3350760456273764
1411,88.42,0.33531368821292773
1412,88.42,0.3355513307984791
1413,88.42,0.3357889733840304
1414,88.42,0.3360266159695817
1415,88.43,0.3362642585551331
1416,88.43,0.3365019011406844
1417,88.45,0.3367395437262357
1418,88.45,0.3369771863117871
1419,88.47,0.3372148288973384
1420,88.47,0.3374524714828897
1421,88.47,0.33769011406844107
1422,88.47,0.3379277566539924
1423,88.48,0.33816539923954375
1424,88.48,0.33840304182509506
1425,88.48,0.3386406844106464
1426,88.48,0.33887832699619774
1427,88.5,0.33911596958174905
1428,88.5,0.33935361216730037
1429,88.52,0.33959125475285173
1430,88.52,0.33982889733840305
1431,88.52,0.34006653992395436
1432,88.52,0.3403041825095057
1433,88.52,0.34054182509505704
1434,88.52,0.34077946768060835
1435,88.52,0.3410171102661597
1436,88.53,0.34125475285171103
1437,88.53,0.34149239543726234
1438,88.53,0.3417300380228137
1439,88.53,0.341967680608365
1440,88.55,0.34220532319391633
1441,88.55,0.3424429657794677
1442,88.57,0.342680608365019
1443,88.58,0.3429182509505703
1444,88.6,0.3431558935361217
1445,88.6,0.343393536121673
1446,88.6,0.3436311787072243
1447,88.62,0.3438688212927757
1448,88.62,0.344106463878327
1449,88.62,0.3443441064638783
1450,88.62,0.3445817490494297
1451,88.63,0.344819391634981
1452,88.63,0.3450570342205323
1453,88.63,0.34529467680608367
1454,88.65,0.345532319391635
1455,88.65,0.3457699619771863
1456,88.67,0.34600760456273766
1457,88.68,0.34624524714828897
1458,88.68,0.3464828897338403
1459,88.68,0.34672053231939165
1460,88.68,0.34695817490494296
1461,88.7,0.3471958174904943
1462,88.7,0.34743346007604564
1463,88.7,0.34767110266159695
1464,88.7,0.34790874524714827
1465,88.7,0.34814638783269963
1466,88.7,0.34838403041825095
1467,88.72,0.34862167300380226
1468,88.72,0.3488593155893536
1469,88.72,0.34909695817490494
1470,88.73,0.34933460076045625
1471,88.73,0.3495722433460076
1472,88.73,0.34980988593155893
1473,88.73,0.35004752851711024
1474,88.73,0.3502851711026616
1475,88.73,0.3505228136882129
1476,88.75,0.35076045627376423
1477,88.75,0.3509980988593156
1478,88.75,0.3512357414448669
1479,88.77,0.3514733840304182
1480,88.77,0.3517110266159696
1481,88.77,0.3519486692015209
1482,88.77,0.3521863117870722
1483,88.77,0.3524239543726236
1484,88.78,0.3526615969581749
1485,88.78,0.3528992395437262
1486,88.78,0.3531368821292776
1487,88.8,0.3533745247148289
1488,88.8,0.35361216730038025
1489,88.8,0.35384980988593157
1490,88.8,0.3540874524714829
1491,88.82,0.35432509505703425
1492,88.82,0.35456273764258556
1493,88.83,0.35480038022813687
1494,88.85,0.35503802281368824
1495,88.85,0.35527566539923955
1496,88.87,0.35551330798479086
1497,88.87,0.35575095057034223
1498,88.87,0.35598859315589354
1499,88.87,0.35622623574144485
1500,88.87,0.3564638783269962
1501,88.87,0.35670152091254753
1502,88.88,0.35693916349809884
1503,88.88,0.3571768060836502
1504,88.9,0.3574144486692015
1505,88.9,0.35765209125475284
1506,88.92,0.3578897338403042
1507,88.92,0.3581273764258555
1508,88.93,0.3583650190114068
1509,88.93,0.3586026615969582
1510,88.93,0.3588403041825095
1511,88.93,0.3590779467680608
1512,88.95,0.3593155893536122
1513,88.95,0.3595532319391635
1514,88.97,0.3597908745247148
1515,88.97,0.3600285171102662
1516,88.98,0.3602661596958175
1517,88.98,0.3605038022813688
1518,88.98,0.36074144486692017
1519,88.98,0.3609790874524715
1520,88.98,0.3612167300380228
1521,88.98,0.36145437262357416
1522,89.0,0.3616920152091255
1523,89.0,0.3619296577946768
1524,89.0,0.36216730038022815
1525,89.0,0.36240494296577946
1526,89.02,0.3626425855513308
1527,89.02,0.36288022813688214
1528,89.03,0.36311787072243346
1529,89.03,0.36335551330798477
1530,89.05,0.36359315589353614
1531,89.05,0.36383079847908745
1532,89.05,0.36406844106463876
1533,89.07,0.3643060836501901
1534,89.07,0.36454372623574144
1535,89.08,0.36478136882129275
1536,89.08,0.3650190114068441
1537,89.1,0.36525665399239543
1538,89.1,0.36549429657794674
1539,89.1,0.3657319391634981
1540,89.1,0.3659695817490494
1541,89.1,0.36620722433460073
1542,89.12,0.3664448669201521
1543,89.12,0.3666825095057034
1544,89.13,0.3669201520912547
1545,89.13,0.3671577946768061
1546,89.15,0.3673954372623574
1547,89.15,0.3676330798479087
1548,89.17,0.3678707224334601
1549,89.18,0.3681083650190114
1550,89.18,0.3683460076045627
1551,89.18,0.3685836501901141
1552,89.18,0.3688212927756654
1553,89.18,0.36905893536121676
1554,89.18,0.36929657794676807
1555,89.2,0.3695342205323194
1556,89.2,0.36977186311787075
1557,89.2,0.37000950570342206
1558,89.22,0.37024714828897337
1559,89.22,0.37048479087452474
1560,89.23,0.37072243346007605
1561,89.23,0.37096007604562736
1562,89.23,0.37119771863117873
1563,89.23,0.37143536121673004
1564,89.25,0.37167300380228135
1565,89.25,0.3719106463878327
1566,89.25,0.37214828897338403
1567,89.25,0.37238593155893535
1568,89.27,0.3726235741444867
1569,89.27,0.372861216730038
1570,89.28,0.37309885931558934
1571,89.28,0.3733365019011407
1572,89.28,0.373574144486692
1573,89.3,0.37381178707224333
1574,89.3,0.3740494296577947
1575,89.3,0.374287072243346
1576,89.32,0.3745247148288973
1577,89.32,0.3747623574144487
1578,89.32,0.375
1579,89.32,0.3752376425855513
1580,89.32,0.3754752851711027
1581,89.32,0.375712927756654
1582,89.32,0.3759505703422053
1583,89.33,0.37618821292775667
1584,89.35,0.376425855513308
1585,89.35,0.3766634980988593
1586,89.37,0.37690114068441066
1587,89.37,0.377138783269962
1588,89.37,0.3773764258555133
1589,89.37,0.37761406844106465
1590,89.37,0.37785171102661597
1591,89.38,0.3780893536121673
1592,89.38,0.37832699619771865
1593,89.4,0.37856463878326996
1594,89.4,0.37880228136882127
1595,89.4,0.37903992395437264
1596,89.42,0.37927756653992395
1597,89.42,0.37951520912547526
1598,89.43,0.37975285171102663
1599,89.45,0.37999049429657794
1600,89.45,0.38022813688212925
1601,89.45,0.3804657794676806
1602,89.45,0.38070342205323193
1603,89.45,0.38094106463878324
1604,89.47,0.3811787072243346
1605,89.47,0.3814163498098859
1606,89.47,0.38165399239543724
1607,89.47,0.3818916349809886
1608,89.48,0.3821292775665399
1609,89.48,0.3823669201520912
1610,89.5,0.3826045627376426
1611,89.5,0.3828422053231939
1612,89.5,0.3830798479087452
1613,89.5,0.3833174904942966
1614,89.5,0.3835551330798479
1615,89.52,0.3837927756653992
1616,89.52,0.3840304182509506
1617,89.52,0.3842680608365019
1618,89.53,0.3845057034220532
1619,89.53,0.38474334600760457
1620,89.53,0.3849809885931559
1621,89.53,0.38521863117870725
1622,89.53,0.38545627376425856
1623,89.53,0.3856939163498099
1624,89.53,0.38593155893536124
1625,89.53,0.38616920152091255
1626,89.53,0.38640684410646386
1627,89.55,0.38664448669201523
1628,89.55,0.38688212927756654
1629,89.55,0.38711977186311786
1630,89.55,0.3873574144486692
1631,89.57,0.38759505703422054
1632,89.57,0.38783269961977185
1633,89.57,0.3880703422053232
1634,89.57,0.3883079847908745
1635,89.57,0.38854562737642584
1636,89.58,0.3887832699619772
1637,89.58,0.3890209125475285
1638,89.58,0.38925855513307983
1639,89.58,0.3894961977186312
1640,89.58,0.3897338403041825
1641,89.6,0.3899714828897338
1642,89.62,0.3902091254752852
1643,89.62,0.3904467680608365
1644,89.62,0.3906844106463878
1645,89.62,0.3909220532319392
1646,89.62,0.3911596958174905
1647,89.63,0.3913973384030418
1648,89.65,0.3916349809885932
1649,89.65,0.3918726235741445
1650,89.65,0.3921102661596958
1651,89.67,0.39234790874524716
1652,89.67,0.3925855513307985
1653,89.67,0.3928231939163498
1654,89.67,0.39306083650190116
1655,89.67,0.39329847908745247
1656,89.67,0.3935361216730038
1657,89.67,0.39377376425855515
1658,89.67,0.39401140684410646
1659,89.68,0.39424904942965777
1660,89.68,0.39448669201520914
1661,89.68,0.39472433460076045
1662,89.7,0.39496197718631176
1663,89.7,0.39519961977186313
1664,89.7,0.39543726235741444
1665,89.72,0.39567490494296575
1666,89.72,0.3959125475285171
1667,89.72,0.39615019011406843
1668,89.73,0.39638783269961975
1669,89.75,0.3966254752851711
1670,89.75,0.3968631178707224
1671,89.75,0.39710076045627374
1672,89.75,0.3973384030418251
1673,89.75,0.3975760456273764
1674,89.77,0.39781368821292773
1675,89.77,0.3980513307984791
1676,89.78,0.3982889733840304
1677,89.78,0.3985266159695817
1678,89.78,0.3987642585551331
1679,89.8,0.3990019011406844
1680,89.8,0.3992395437262357
1681,89.8,0.3994771863117871
1682,89.8,0.3997148288973384
1683,89.82,0.3999524714828897
1684,89.82,0.40019011406844107
1685,89.82,0.4004277566539924
1686,89.82,0.40066539923954375
1687,89.83,0.40090304182509506
1688,89.83,0.4011406844106464
1689,89.83,0.40137832699619774
1690,89.85,0.40161596958174905
1691,89.85,0.40185361216730037
1692,89.85,0.40209125475285173
1693,89.87,0.40232889733840305
1694,89.87,0.40256653992395436
1695,89.88,0.4028041825095057
1696,89.88,0.40304182509505704
1697,89.88,0.40327946768060835
1698,89.88,0.4035171102661597
1699,89.88,0.40375475285171103
1700,89.9,0.40399239543726234
1701,89.9,0.4042300380228137
1702,89.9,0.404467680608365
1703,89.9,0.40470532319391633
1704,89.9,0.4049429657794677
1705,89.9,0.405180608365019
1706,89.92,0.4054182509505703
1707,89.92,0.4056558935361217
1708,89.92,0.405893536121673
1709,89.93,0.4061311787072243
1710,89.93,0.4063688212927757
1711,89.93,0.406606463878327
1712,89.95,0.4068441064638783
1713,89.97,0.4070817490494297
1714,89.97,0.407319391634981
1715,89.98,0.4075570342205323
1716,89.98,0.40779467680608367
1717,89.98,0.408032319391635
1718,89.98,0.4082699619771863
1719,89.98,0.40850760456273766
1720,89.98,0.40874524714828897
1721,89.98,0.4089828897338403
1722,89.98,0.40922053231939165
1723,90.0,0.40945817490494296
1724,90.0,0.4096958174904943
1725,90.0,0.40993346007604564
1726,90.0,0.41017110266159695
1727,90.02,0.41040874524714827
1728,90.02,0.41064638783269963
1729,90.02,0.41088403041825095
1730,90.02,0.41112167300380226
1731,90.03,0.4113593155893536
1732,90.03,0.41159695817490494
1733,90.03,0.41183460076045625
1734,90.03,0.4120722433460076
1735,90.03,0.41230988593155893
1736,90.05,0.41254752851711024
1737,90.05,0.4127851711026616
1738,90.05,0.4130228136882129
1739,90.05,0.41326045627376423
1740,90.05,0.4134980988593156
1741,90.05,0.4137357414448669
1742,90.05,0.4139733840304182
1743,90.07,0.4142110266159696
1744,90.07,0.4144486692015209
1745,90.07,0.4146863117870722
1746,90.08,0.4149239543726236
1747,90.08,0.4151615969581749
1748,90.08,0.4153992395437262
1749,90.08,0.4156368821292776
1750,90.08,0.4158745247148289
1751,90.08,0.41611216730038025
1752,90.08,0.41634980988593157
1753,90.08,0.4165874524714829
1754,90.1,0.41682509505703425
1755,90.1,0.41706273764258556
1756,90.12,0.41730038022813687
1757,90.12,0.41753802281368824
1758,90.13,0.41777566539923955
1759,90.13,0.41801330798479086
1760,90.15,0.41825095057034223
1761,90.15,0.41848859315589354
1762,90.15,0.41872623574144485
1763,90.15,0.4189638783269962
1764,90.15,0.41920152091254753
1765,90.15,0.41943916349809884
1766,90.15,0.4196768060836502
1767,90.17,0.4199144486692015
1768,90.17,0.42015209125475284
1769,90.17,0.4203897338403042
1770,90.2,0.4206273764258555
1771,90.2,0.4208650190114068
1772,90.22,0.4211026615969582
1773,90.22,0.4213403041825095
1774,90.22,0.4215779467680608
1775,90.22,0.4218155893536122
1776,90.22,0.4220532319391635
1777,90.22,0.4222908745247148
1778,90.23,0.4225285171102662
1779,90.23,0.4227661596958175
1780,90.23,0.4230038022813688
1781,90.25,0.42324144486692017
1782,90.25,0.4234790874524715
1783,90.27,0.4237167300380228
1784,90.27,0.42395437262357416
1785,90.28,0.4241920152091255
1786,90.28,0.4244296577946768
1787,90.28,0.42466730038022815
1788,90.28,0.42490494296577946
1789,90.28,0.4251425855513308
1790,90.28,0.42538022813688214
1791,90.3,0.42561787072243346
1792,90.3,0.42585551330798477
1793,90.32,0.42609315589353614
1794,90.32,0.42633079847908745
1795,90.32,0.42656844106463876
1796,90.32,0.4268060836501901
1797,90.32,0.42704372623574144
1798,90.33,0.42728136882129275
1799,90.35,0.4275190114068441
1800,90.35,0.42775665399239543
1801,90.35,0.42799429657794674
1802,90.35,0.4282319391634981
1803,90.37,0.4284695817490494
1804,90.37,0.42870722433460073
1805,90.37,0.4289448669201521
1806,90.37,0.4291825095057034
1807,90.37,0.4294201520912547
1808,90.37,0.4296577946768061
1809,90.37,0.4298954372623574
1810,90.37,0.4301330798479087
